Score,Date,Scent
5,"December 13, 2017",White Gardenia
5,"December 12, 2017",Pink Sands
4,"December 11, 2017",Fresh Cut Roses
5,"December 9, 2017",Pink Sands
5,"December 9, 2017",White Gardenia
1,"December 7, 2017",White Gardenia
1,"December 7, 2017",Midnight Jasmine
4,"December 7, 2017",Lilac Blossoms
5,"December 7, 2017",Pink Sands
5,"December 7, 2017",Beach Walk
5,"December 7, 2017",Pink Sands
5,"December 6, 2017",Midnight Jasmine
5,"December 5, 2017",Lavender Vanilla
4,"December 5, 2017",Lilac Blossoms
5,"December 5, 2017",Pink Sands
5,"December 5, 2017",Midnight Jasmine
5,"December 4, 2017",Pink Sands
1,"December 3, 2017",Beach Walk
5,"December 3, 2017",Beach Walk
5,"December 2, 2017",Midnight Jasmine
5,"November 30, 2017",Fresh Cut Roses
5,"November 30, 2017",Lavender Vanilla
5,"November 30, 2017",Midnight Jasmine
1,"November 29, 2017",White Gardenia
1,"November 29, 2017",Fresh Cut Roses
4,"November 28, 2017",Fresh Cut Roses
2,"November 28, 2017",Sun & Sand
5,"November 27, 2017",Pink Sands
5,"November 27, 2017",Lavender
5,"November 27, 2017",Fresh Cut Roses
2,"November 25, 2017",Lilac Blossoms
5,"November 24, 2017",Midnight Jasmine
5,"November 22, 2017",Island Waterfall
5,"November 21, 2017",Pink Sands
5,"November 21, 2017",Flowers in the Sun
5,"November 20, 2017",Black Sand Beach
5,"November 18, 2017",Pink Sands
4,"November 18, 2017",Lilac Blossoms
2,"November 13, 2017",Lavender Vanilla
1,"November 13, 2017",Lilac Blossoms
5,"November 10, 2017",Lilac Blossoms
5,"November 10, 2017",Lavender Vanilla
5,"November 9, 2017",Black Sand Beach
5,"November 9, 2017",Flowers in the Sun
1,"November 8, 2017",Midnight Jasmine
4,"November 8, 2017",Pink Sands
5,"November 7, 2017",Fresh Cut Roses
5,"November 6, 2017",Flowers in the Sun
4,"November 5, 2017",Lavender
4,"November 4, 2017",Lavender Vanilla
5,"November 3, 2017",White Gardenia
5,"November 3, 2017",Lavender
1,"October 31, 2017",Lilac Blossoms
3,"October 30, 2017",Lilac Blossoms
1,"October 30, 2017",Pink Sands
5,"October 29, 2017",Pink Sands
5,"October 29, 2017",Midnight Jasmine
5,"October 29, 2017",Midnight Jasmine
5,"October 28, 2017",Lavender Vanilla
1,"October 27, 2017",Lavender
5,"October 26, 2017",Lilac Blossoms
5,"October 26, 2017",Fresh Cut Roses
5,"October 26, 2017",Lilac Blossoms
5,"October 25, 2017",Pink Sands
5,"October 24, 2017",Pink Sands
5,"October 24, 2017",Fresh Cut Roses
5,"October 24, 2017",Midnight Jasmine
5,"October 24, 2017",Lavender Vanilla
1,"October 23, 2017",Lilac Blossoms
1,"October 21, 2017",Pink Sands
5,"October 19, 2017",Fresh Cut Roses
5,"October 15, 2017",Pink Sands
5,"October 14, 2017","Lavender, Lilac Blossoms"
5,"October 7, 2017",Fresh Cut Roses
5,"October 6, 2017",Pink Sands
4,"October 6, 2017",Midnight Jasmine
1,"October 5, 2017",Pink Sands
1,"October 3, 2017",Pink Sands
4,"September 28, 2017",Fresh Cut Roses
5,"September 26, 2017",Pink Sands
5,"September 25, 2017",Fresh Cut Roses
3,"September 24, 2017",Midnight Jasmine
5,"September 22, 2017",Island Waterfall
5,"September 22, 2017",Lavender Vanilla
1,"September 21, 2017",White Gardenia
4,"September 20, 2017",Wedding Day
5,"September 20, 2017",Lilac Blossoms
5,"September 20, 2017",Midnight Jasmine
5,"September 19, 2017",Black Coconut
2,"September 18, 2017",Fresh Cut Roses
3,"September 17, 2017",Pink Sands
4,"September 16, 2017",Lavender
5,"September 15, 2017",Lavender
5,"September 15, 2017",Cherry Blossom
5,"September 13, 2017",Lavender Vanilla
5,"September 8, 2017",Lilac Blossoms
5,"September 7, 2017",Lilac Blossoms
5,"September 7, 2017",Fresh Cut Roses
5,"September 6, 2017",Green Grass
5,"September 5, 2017",Pink Sands
5,"September 5, 2017",Midnight Jasmine
4,"September 4, 2017",Midnight Jasmine
2,"September 4, 2017",Pink Sands
5,"September 2, 2017",White Gardenia
1,"September 2, 2017",Lavender
3,"September 1, 2017",Fresh Cut Roses
5,"September 1, 2017",Lilac Blossoms
5,"August 31, 2017",Lilac Blossoms
3,"August 30, 2017",Pink Sands
5,"August 30, 2017",Flowers in the Sun
5,"August 30, 2017",Fresh Cut Roses
5,"August 30, 2017",Fresh Cut Roses
4,"August 29, 2017",Lilac Blossoms
5,"August 29, 2017",White Gardenia
1,"August 29, 2017",White Gardenia
5,"August 29, 2017",Midnight Jasmine
5,"August 28, 2017",Pink Sands
5,"August 27, 2017",Pink Sands
5,"August 27, 2017",Fresh Cut Roses
5,"August 27, 2017",Fresh Cut Roses
5,"August 26, 2017",White Gardenia
2,"August 26, 2017",Lilac Blossoms
5,"August 25, 2017",Lilac Blossoms
5,"August 24, 2017",Lavender
5,"August 24, 2017",Pink Sands
5,"August 21, 2017",Midnight Jasmine
5,"August 21, 2017",Midnight Jasmine
5,"August 21, 2017",Pink Sands
5,"August 21, 2017",Lavender
5,"August 21, 2017",Beach Walk
5,"August 20, 2017",Midnight Jasmine
4,"August 20, 2017",Lilac Blossoms
1,"August 18, 2017",Flowers in the Sun
5,"August 17, 2017",White Gardenia
5,"August 17, 2017",Midnight Jasmine
5,"August 16, 2017",Fresh Cut Roses
5,"August 15, 2017",Pink Sands
5,"August 15, 2017",Lilac Blossoms
5,"August 14, 2017",Pink Sands
5,"August 14, 2017",Midnight Jasmine
5,"August 14, 2017",Fresh Cut Roses
5,"August 13, 2017",Wedding Day
5,"August 12, 2017",Midnight Jasmine
5,"August 12, 2017",Fresh Cut Roses
5,"August 11, 2017",Midnight Jasmine
5,"August 11, 2017",Pink Sands
5,"August 11, 2017",Midnight Jasmine
5,"August 10, 2017",White Gardenia
2,"August 10, 2017",Flowers in the Sun
3,"August 10, 2017",Pink Sands
5,"August 10, 2017",Pink Sands
2,"August 9, 2017",White Gardenia
5,"August 9, 2017",Black Sand Beach
5,"August 9, 2017",Midnight Jasmine
5,"August 8, 2017",Pink Sands
5,"August 6, 2017",Pink Sands
5,"August 5, 2017",Fresh Cut Roses
5,"August 5, 2017",Lilac Blossoms
4,"August 5, 2017",White Gardenia
1,"August 3, 2017",Black Coconut
4,"August 2, 2017",Lavender
3,"August 2, 2017",Pink Sands
5,"August 1, 2017",Green Grass
2,"August 1, 2017",Fresh Cut Roses
5,"July 31, 2017",Pink Sands
2,"July 28, 2017",Pink Sands
5,"July 28, 2017",Pink Sands
1,"July 28, 2017",Fresh Cut Roses
5,"July 27, 2017",Wedding Day
5,"July 26, 2017",Sun & Sand
1,"July 26, 2017",Midnight Jasmine
5,"July 24, 2017",Pink Sands
5,"July 22, 2017",Midnight Jasmine
5,"July 22, 2017",Pink Sands
5,"July 21, 2017",Fresh Cut Roses
3,"July 21, 2017",Lilac Blossoms
5,"July 21, 2017",Pink Sands
5,"July 21, 2017",Island Waterfall
5,"July 20, 2017",Lilac Blossoms
5,"July 20, 2017",Lilac Blossoms
5,"July 19, 2017",Midnight Jasmine
5,"July 19, 2017",Fresh Cut Roses
5,"July 19, 2017",Lilac Blossoms
5,"July 18, 2017",Pink Sands
5,"July 18, 2017",Pink Sands
5,"July 17, 2017",Pink Sands
5,"July 17, 2017",Midnight Jasmine
1,"July 17, 2017",Fresh Cut Roses
5,"July 16, 2017",Fresh Cut Roses
5,"July 16, 2017",White Gardenia
5,"July 16, 2017",White Gardenia
5,"July 16, 2017",Pink Sands
1,"July 15, 2017",Pink Sands
5,"July 14, 2017",Midnight Jasmine
5,"July 14, 2017",White Gardenia
5,"July 13, 2017",Fresh Cut Roses
5,"July 13, 2017",Pink Sands
5,"July 7, 2017",Pink Sands
5,"July 5, 2017",White Gardenia
4,"July 3, 2017",Island Waterfall
1,"June 30, 2017",Lilac Blossoms
5,"June 29, 2017",Lilac Blossoms
5,"June 29, 2017",Fresh Cut Roses
5,"June 27, 2017",Lilac Blossoms
5,"June 26, 2017",White Gardenia
5,"June 25, 2017",White Gardenia
4,"June 23, 2017",Green Grass
5,"June 23, 2017",Beach Walk
5,"June 21, 2017",Fresh Cut Roses
5,"June 20, 2017",Pink Sands
1,"June 20, 2017",Green Grass
2,"June 19, 2017",Fresh Cut Roses
4,"June 19, 2017",White Gardenia
3,"June 19, 2017",Lavender Vanilla
5,"June 18, 2017",Lilac Blossoms
5,"June 18, 2017",Pink Sands
4,"June 18, 2017",Lilac Blossoms
5,"June 18, 2017",White Gardenia
5,"June 15, 2017",Fresh Cut Roses
5,"June 12, 2017",Lilac Blossoms
5,"June 11, 2017",Midnight Jasmine
5,"June 11, 2017",Fresh Cut Roses
5,"June 10, 2017",Fresh Cut Roses
5,"June 9, 2017",Pink Sands
5,"June 8, 2017",White Gardenia
5,"June 5, 2017",Lavender
3,"June 5, 2017",Flowers in the Sun
5,"June 5, 2017",Lilac Blossoms
5,"June 3, 2017",Lilac Blossoms
5,"June 3, 2017",Lilac Blossoms
5,"May 30, 2017",Fresh Cut Roses
5,"May 30, 2017",Lilac Blossoms
2,"May 29, 2017",Honey Lavender Gelato
2,"May 29, 2017",Green Grass
5,"May 26, 2017",Lilac Blossoms
5,"May 25, 2017",Midnight Jasmine
5,"May 25, 2017",Lilac Blossoms
5,"May 25, 2017",Lilac Blossoms
5,"May 23, 2017",Midnight Jasmine
1,"May 23, 2017",Green Grass
5,"May 23, 2017",Blue Summer Sky
5,"May 23, 2017",Beach Walk
5,"May 20, 2017",White Gardenia
5,"May 20, 2017",Midnight Jasmine
5,"May 19, 2017",Lilac Blossoms
4,"May 19, 2017",Pink Sands
5,"May 18, 2017",Beach Walk
4,"May 16, 2017",Pink Sands
5,"May 16, 2017",Lilac Blossoms
5,"May 16, 2017",Pink Sands
5,"May 16, 2017",Midnight Jasmine
5,"May 16, 2017",Wedding Day
5,"May 16, 2017",Pink Sands
5,"May 16, 2017",Midnight Jasmine
5,"May 16, 2017",White Gardenia
3,"May 15, 2017",Pink Sands
5,"May 12, 2017",Lilac Blossoms
5,"May 12, 2017",Midnight Jasmine
5,"May 12, 2017",Beach Walk
5,"May 12, 2017",Sun & Sand
1,"May 11, 2017",Honey Lavender Gelato
5,"May 11, 2017",Beach Walk
1,"May 10, 2017",Lilac Blossoms
2,"May 8, 2017",White Gardenia
3,"May 8, 2017",Fresh Cut Roses
1,"May 8, 2017",Fresh Cut Roses
5,"May 3, 2017",Pink Sands
1,"May 3, 2017",Midnight Jasmine
5,"May 2, 2017",Pink Sands
5,"May 1, 2017","Lavender, Lilac Blossoms"
5,"April 28, 2017",Beach Walk
5,"April 26, 2017",Honey Lavender Gelato
5,"April 25, 2017",White Gardenia
5,"April 25, 2017",Fresh Cut Roses
5,"April 24, 2017",Lavender Vanilla
5,"April 24, 2017",White Gardenia
5,"April 21, 2017",Lilac Blossoms
5,"April 19, 2017",Fresh Cut Roses
5,"April 18, 2017",Lilac Blossoms
5,"April 13, 2017",Fresh Cut Roses
5,"April 13, 2017",Pink Peony
5,"April 12, 2017",White Gardenia
5,"April 11, 2017",Lavender Vanilla
5,"April 11, 2017",Midnight Jasmine
5,"April 10, 2017",Fresh Cut Roses
5,"April 7, 2017",Fresh Cut Roses
4,"April 7, 2017",Pink Sands
5,"April 6, 2017",Beach Walk
4,"April 4, 2017",Fresh Cut Roses
5,"April 3, 2017",Green Grass
5,"April 2, 2017",Lavender Vanilla
5,"April 2, 2017",Fresh Cut Roses
5,"March 30, 2017",Pink Sands
5,"March 27, 2017",Pink Sands
2,"March 25, 2017",Beach Walk
5,"March 24, 2017",Pink Sands
3,"March 23, 2017",Beach Walk
5,"March 21, 2017",Pink Sands
5,"March 20, 2017",Beach Walk
5,"March 19, 2017",Fresh Cut Roses
4,"March 19, 2017",Green Grass
5,"March 18, 2017",Lilac Blossoms
5,"March 15, 2017",Midnight Jasmine
5,"March 15, 2017",White Gardenia
2,"March 15, 2017",Beach Walk
5,"March 15, 2017",Fresh Cut Roses
5,"March 15, 2017",Midnight Jasmine
1,"March 14, 2017",Midnight Jasmine
5,"March 14, 2017",Lilac Blossoms
5,"March 14, 2017",Wedding Day
5,"March 13, 2017",Midnight Jasmine
3,"March 12, 2017",Pink Sands
4,"March 12, 2017",White Gardenia
5,"March 10, 2017",White Gardenia
5,"March 9, 2017",Green Grass
5,"March 9, 2017",Beach Walk
5,"March 8, 2017",White Gardenia
1,"March 7, 2017",Midnight Jasmine
5,"March 7, 2017",Pink Sands
4,"March 6, 2017",Midnight Jasmine
5,"March 4, 2017",Fresh Cut Roses
1,"March 3, 2017",Lavender
5,"February 28, 2017",Blue Summer Sky
5,"February 28, 2017",Fresh Cut Roses
5,"February 28, 2017",Lavender Vanilla
5,"February 27, 2017",Lavender
5,"February 27, 2017",Pink Sands
5,"February 26, 2017",Fresh Cut Roses
3,"February 26, 2017",Lavender
5,"February 24, 2017",Fresh Cut Roses
5,"February 24, 2017",Beach Walk
5,"February 24, 2017",Tahitian Nights
5,"February 22, 2017",Fresh Cut Roses
5,"February 22, 2017",Fresh Cut Roses
5,"February 21, 2017",Lavender
5,"February 19, 2017",Fresh Cut Roses
5,"February 18, 2017",Pink Sands
5,"February 15, 2017",Wedding Day
5,"February 14, 2017",Midnight Jasmine
4,"February 11, 2017",Midnight Jasmine
5,"February 10, 2017",Pink Sands
5,"February 10, 2017",Pink Peony
5,"February 9, 2017",Fresh Cut Roses
5,"February 9, 2017",Lilac Blossoms
5,"February 8, 2017",White Gardenia
5,"February 8, 2017",Lilac Blossoms
1,"February 7, 2017",Summer Wish
3,"February 7, 2017",Lavender Vanilla
1,"February 4, 2017",Lilac Blossoms
4,"February 4, 2017",Pink Sands
1,"February 3, 2017",Lavender Vanilla
2,"February 3, 2017",Fresh Cut Roses
5,"February 3, 2017",Lavender
5,"February 2, 2017",Fresh Cut Roses
5,"February 2, 2017",Pink Sands
5,"February 2, 2017",Midnight Jasmine
4,"February 1, 2017",Fresh Cut Roses
5,"January 31, 2017",Lilac Blossoms
1,"January 31, 2017",Flowers in the Sun
5,"January 30, 2017",Midnight Jasmine
5,"January 30, 2017",Pink Sands
5,"January 29, 2017",Midnight Jasmine
5,"January 27, 2017",Fresh Cut Roses
1,"January 27, 2017",Pink Sands
5,"January 26, 2017",White Gardenia
5,"January 25, 2017","Lavender, Lilac Blossoms"
5,"January 25, 2017",Fresh Cut Roses
5,"January 23, 2017",Fresh Cut Roses
5,"January 23, 2017",Midnight Jasmine
5,"January 16, 2017",Pink Sands
5,"January 16, 2017",Fresh Cut Roses
5,"January 15, 2017",White Gardenia
5,"January 14, 2017",Pink Sands
2,"January 14, 2017",Lilac Blossoms
5,"January 11, 2017",Midnight Jasmine
5,"January 7, 2017",Blue Summer Sky
5,"January 7, 2017",Lilac Blossoms
4,"January 3, 2017",Midnight Jasmine
5,"January 3, 2017",Flowers in the Sun
5,"January 2, 2017",Lilac Blossoms
5,"December 30, 2016",Fresh Cut Roses
3,"December 30, 2016",Lavender
5,"December 30, 2016",Pink Sands
5,"December 29, 2016",Midnight Jasmine
5,"December 25, 2016",Lavender Vanilla
5,"December 24, 2016",White Gardenia
5,"December 22, 2016",Fresh Cut Roses
5,"December 22, 2016",White Gardenia
4,"December 21, 2016",Lilac Blossoms
5,"December 19, 2016",Midnight Jasmine
5,"December 19, 2016",Midnight Jasmine
2,"December 16, 2016",Fresh Cut Roses
5,"December 16, 2016",Midnight Jasmine
2,"December 15, 2016",Lilac Blossoms
5,"December 14, 2016",Midnight Jasmine
5,"December 14, 2016",White Gardenia
5,"December 12, 2016",Pink Sands
5,"December 10, 2016",Lavender Vanilla
5,"December 8, 2016",Beach Walk
3,"December 7, 2016",Fresh Cut Roses
4,"December 7, 2016",Pink Sands
5,"December 6, 2016",White Gardenia
5,"December 6, 2016",Wedding Day
1,"December 6, 2016",Pink Sands
5,"December 4, 2016",Pink Sands
5,"December 3, 2016",Lilac Blossoms
5,"November 30, 2016",Pink Sands
5,"November 30, 2016",Lilac Blossoms
3,"November 29, 2016",Midnight Jasmine
5,"November 27, 2016",Midnight Jasmine
5,"November 15, 2016",Pink Sands
1,"November 15, 2016",Pink Sands
1,"November 13, 2016",Lilac Blossoms
4,"November 11, 2016",Beach Walk
5,"November 10, 2016",Lavender Vanilla
5,"November 8, 2016",Pink Sands
5,"November 8, 2016",Beach Walk
5,"November 8, 2016",Pink Sands
5,"November 5, 2016",Lavender
5,"October 30, 2016",Lilac Blossoms
2,"October 27, 2016",Midnight Jasmine
5,"October 26, 2016",Pink Sands
5,"October 25, 2016",Flowers in the Sun
5,"October 23, 2016",Pink Sands
5,"October 23, 2016",Sun & Sand
5,"October 21, 2016",Fresh Cut Roses
5,"October 20, 2016",Fresh Cut Roses
4,"October 20, 2016",Fresh Cut Roses
5,"October 17, 2016",Fresh Cut Roses
5,"October 17, 2016",Lilac Blossoms
5,"October 16, 2016",Beach Walk
5,"October 16, 2016",Lavender Vanilla
5,"October 15, 2016",Fresh Cut Roses
5,"October 14, 2016",Lavender Vanilla
5,"October 11, 2016",Fresh Cut Roses
5,"October 9, 2016",Pink Sands
5,"October 9, 2016",Fresh Cut Roses
3,"October 8, 2016",Midnight Jasmine
5,"October 5, 2016",White Gardenia
5,"October 5, 2016",Blue Summer Sky
2,"October 4, 2016",Lilac Blossoms
5,"September 30, 2016",Pink Sands
5,"September 27, 2016",Pink Sands
5,"September 26, 2016",Lilac Blossoms
5,"September 26, 2016",Lavender
4,"September 24, 2016",Fresh Cut Roses
5,"September 23, 2016",Lilac Blossoms
1,"September 21, 2016",Fresh Cut Roses
3,"September 21, 2016",Fresh Cut Roses
3,"September 20, 2016",Lilac Blossoms
5,"September 20, 2016",Wedding Day
5,"September 13, 2016",Green Grass
1,"September 13, 2016",Summer Wish
1,"September 9, 2016",Fresh Cut Roses
1,"September 9, 2016",Lilac Blossoms
5,"September 8, 2016",Wedding Day
1,"September 7, 2016",Blue Summer Sky
5,"September 6, 2016",Pink Sands
5,"September 6, 2016",Beach Walk
5,"September 6, 2016",Lavender Vanilla
3,"September 6, 2016",Lavender Vanilla
5,"September 6, 2016",Beach Walk
5,"September 5, 2016",Beach Walk
3,"September 5, 2016",Lavender Vanilla
1,"September 2, 2016",Beach Walk
1,"September 2, 2016",Pink Sands
5,"August 29, 2016",Fresh Cut Roses
1,"August 29, 2016",Beach Walk
3,"August 27, 2016",Lavender
5,"August 27, 2016",Lilac Blossoms
5,"August 26, 2016",Lavender
5,"August 24, 2016",Beach Walk
5,"August 23, 2016",Fresh Cut Roses
5,"August 23, 2016",Fresh Cut Roses
5,"August 23, 2016",Lavender
5,"August 19, 2016",Lilac Blossoms
5,"August 19, 2016",Summer Wish
1,"August 18, 2016",Lilac Blossoms
3,"August 17, 2016",Midnight Jasmine
2,"August 16, 2016",Lilac Blossoms
5,"August 16, 2016",Pink Sands
5,"August 16, 2016",Flowers in the Sun
5,"August 15, 2016",Midnight Jasmine
3,"August 15, 2016",Golden Sands
1,"August 14, 2016",Pink Sands
5,"August 9, 2016",Summer Wish
1,"August 8, 2016",Fresh Cut Roses
4,"August 8, 2016",Lavender Vanilla
5,"August 7, 2016",Summer Wish
5,"August 3, 2016",Wedding Day
5,"July 30, 2016",Flowers in the Sun
4,"July 29, 2016",Midnight Jasmine
5,"July 27, 2016",Pink Sands
4,"July 26, 2016",Flowers in the Sun
5,"July 26, 2016",White Gardenia
5,"July 25, 2016",White Gardenia
4,"July 24, 2016",Flowers in the Sun
5,"July 24, 2016",Lavender
5,"July 22, 2016",Fresh Cut Roses
5,"July 22, 2016",Lilac Blossoms
4,"July 20, 2016",Lavender
5,"July 20, 2016",Pink Sands
5,"July 18, 2016",Fresh Cut Roses
5,"July 18, 2016",Lavender
5,"July 18, 2016",Sun & Sand
5,"July 18, 2016",Pink Sands
5,"July 17, 2016",Fresh Cut Roses
5,"July 15, 2016",Fresh Cut Roses
2,"July 13, 2016",Blue Summer Sky
5,"July 13, 2016",Lilac Blossoms
5,"July 12, 2016",Midnight Jasmine
1,"July 11, 2016",Lilac Blossoms
5,"July 10, 2016",Beach Walk
4,"July 10, 2016",Lilac Blossoms
5,"July 9, 2016",Pink Sands
5,"July 8, 2016",Summer Wish
5,"July 8, 2016",Fresh Cut Roses
5,"July 7, 2016",Pink Sands
5,"July 3, 2016",Green Grass
5,"July 3, 2016",Midnight Jasmine
2,"July 2, 2016",Lilac Blossoms
5,"June 30, 2016",Lilac Blossoms
5,"June 29, 2016",Beach Walk
5,"June 29, 2016",Midnight Jasmine
5,"June 28, 2016",Pink Sands
5,"June 28, 2016",Lilac Blossoms
5,"June 21, 2016",Midnight Jasmine
3,"June 20, 2016",Lilac Blossoms
5,"June 19, 2016",Black Coconut
5,"June 17, 2016",Lilac Blossoms
5,"June 17, 2016",Pink Sands
5,"June 12, 2016",Pink Peony
5,"June 11, 2016",Lavender
5,"June 11, 2016",Lilac Blossoms
5,"June 10, 2016",Lilac Blossoms
5,"June 8, 2016",Lilac Blossoms
3,"June 7, 2016",Midnight Jasmine
3,"June 7, 2016",Lilac Blossoms
5,"June 7, 2016",Fresh Cut Roses
5,"June 6, 2016",Pink Sands
5,"June 6, 2016",Midnight Jasmine
5,"June 6, 2016",Blue Summer Sky
3,"June 6, 2016",Fresh Cut Roses
5,"June 1, 2016",Lilac Blossoms
4,"May 31, 2016",Fresh Cut Roses
5,"May 30, 2016",Lilac Blossoms
5,"May 30, 2016",Pink Sands
1,"May 29, 2016",Pink Sands
5,"May 29, 2016",Fresh Cut Roses
1,"May 28, 2016",Fresh Cut Roses
2,"May 22, 2016",Lilac Blossoms
5,"May 20, 2016",Lilac Blossoms
5,"May 18, 2016",Flowers in the Sun
5,"May 18, 2016",Lavender
5,"May 18, 2016",Fresh Cut Roses
2,"May 14, 2016",Beach Walk
1,"May 6, 2016",Lilac Blossoms
5,"May 6, 2016",Midnight Jasmine
5,"May 3, 2016",Fresh Cut Roses
1,"May 2, 2016",Midnight Jasmine
5,"May 1, 2016",Lilac Blossoms
2,"April 29, 2016",Black Coconut
2,"April 26, 2016",Midnight Jasmine
2,"April 25, 2016",Lilac Blossoms
5,"April 24, 2016",Lilac Blossoms
5,"April 24, 2016",Midnight Jasmine
5,"April 24, 2016",Lavender
5,"April 23, 2016",Lilac Blossoms
3,"April 22, 2016",Midnight Jasmine
5,"April 22, 2016",Pink Sands
4,"April 21, 2016",Green Grass
5,"April 21, 2016",Fresh Cut Roses
5,"April 19, 2016",Beach Walk
5,"April 15, 2016",Midnight Jasmine
4,"April 13, 2016",White Gardenia
5,"April 13, 2016",Midnight Jasmine
5,"April 12, 2016",Fresh Cut Roses
5,"April 11, 2016",White Gardenia
5,"April 9, 2016",Wedding Day
1,"April 8, 2016",Lavender
5,"April 7, 2016",Midnight Jasmine
1,"April 4, 2016",Lavender Vanilla
5,"April 4, 2016",Fresh Cut Roses
5,"April 2, 2016",Fresh Cut Roses
5,"April 2, 2016",Beach Walk
5,"March 31, 2016",Midnight Jasmine
4,"March 30, 2016",Lilac Blossoms
3,"March 29, 2016",Beach Walk
1,"March 28, 2016",Fresh Cut Roses
3,"March 26, 2016",Fresh Cut Roses
5,"March 25, 2016",Lilac Blossoms
5,"March 23, 2016",Lilac Blossoms
4,"March 21, 2016",Lavender
5,"March 18, 2016",Fresh Cut Roses
5,"March 18, 2016",Pink Sands
5,"March 17, 2016",Fresh Cut Roses
5,"March 17, 2016",Fresh Cut Roses
1,"March 16, 2016",Pink Sands
5,"March 16, 2016",Fresh Cut Roses
5,"March 15, 2016",Fresh Cut Roses
5,"March 14, 2016",Midnight Jasmine
5,"March 14, 2016",Pink Sands
5,"March 14, 2016",Pink Sands
5,"March 13, 2016",Pink Sands
5,"March 11, 2016",Fresh Cut Roses
5,"March 8, 2016",Sun & Sand
2,"March 8, 2016",Beach Walk
5,"March 8, 2016",Pink Sands
5,"March 6, 2016",Lavender Vanilla
5,"March 1, 2016",Fresh Cut Roses
5,"March 1, 2016",Blue Summer Sky
1,"February 29, 2016",Lilac Blossoms
5,"February 29, 2016",Midnight Jasmine
5,"February 29, 2016",Lilac Blossoms
5,"February 29, 2016",Midnight Jasmine
5,"February 24, 2016",Pink Sands
5,"February 20, 2016",Lavender
5,"February 19, 2016",Fresh Cut Roses
5,"February 19, 2016",Lavender Vanilla
5,"February 19, 2016",Fresh Cut Roses
3,"February 17, 2016",Lavender Vanilla
5,"February 17, 2016",Lilac Blossoms
4,"February 16, 2016",Fresh Cut Roses
